#ID	length	GC	coverage	Taxonomic assignment	NCBI taxaid lineage	scores	reason	bin	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
k141_72018	1021	47.698	2.91	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;0.54;0.54;0.54;0.54;0.54	based on 2/2 ORFs	NA	0	0	0	0	0	17.9207	0	0	0	2.86263
k141_9482	1191	34.089	4.52	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	0	1.64624	0	0	0	18.9337
k141_21455	1324	45.393	4.55	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0.721833	0	19.9817	0	0	0.820351	4.2558
k141_9483	1935	34.419	7.37	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0	0	0	0	1.24734	0	0	0	18.3309
k141_21459	1208	39.818	7.72	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;uncultured Muribaculum sp.*;	1;131567;2;1783270;68336;976;200643;171549;2005473;1918540;1918612;1918613*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/2 ORFs	NA	20.9621	0	0.82434	0	0	0	0	0	0.985467	8.17981
k141_21460	1296	47.531	6.72	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0.740185	0.716193	0	0	0	0	0	1.71236	22.2084
k141_9489	1608	41.604	4.47	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	0	0	0	0	0.556165	11.541
k141_21462	1682	51.605	4.07		1;131567	1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0.44726	2.7293	0	5.67904	0	0.508304	0
k141_9492	1264	48.339	21.91	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;0.75;0.75;0.75;0.75;0.75;0.75;0.75	based on 4/4 ORFs	NA	0	0	2.25875	0	0	0	0	0	7.20065	10.2727
k141_9493	1880	51.277	7.27	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;	1;131567;2;1783270;68336;976;200643;171549;2005473	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	2.1105	0	0	7.28227	4.62487	0.649401	3.57852	0	0
k141_9512	2237	45.418	7.85	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	3.18926	2.48438	0.721156	1.51716	3.85755	0.466643	2.98133	0	0	0.596328
k141_46580	2382	32.536	6.92	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 4/4 ORFs	NA	2.1096	0	1.06005	3.5682	0.453627	1.64624	0	0	0.25345	4.2075
k141_21471	1144	52.622	31.51	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	8.12978	0	0	5.80112	1.96667	42.8229	0	0.966424	60.4347	13.681
k141_46595	1201	39.967	4.42	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	1.8441	4.30957	0	0.877256	2.67663	3.23788	4.7738	0	0	0
k141_46596	1666	53.721	5.33	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	2.78198	0	8.68297	0	0	0
k141_21485	1131	42.440	7.60	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;	1;131567;2;1783270;68336;976;200643;171549;2005473;1918540	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	21.8341	0	0.940405	0	1.00607	0	0	0	0	5.83219
k141_46598	1451	49.207	80.02	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	11.3705	0.590494	42.8516	42.6713	1.2225	4.43652	0	1.20148	86.062	38.9776
k141_21488	1171	47.822	4.65	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	0	27.2473	0	0	1.04873	1.08811
k141_9527	3666	56.028	11.76	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/4 ORFs	NA	1.58335	0.092505	2.05865	6.96722	0.0957564	2.25879	0	0	1.60503	0.333061
k141_81807	1215	33.580	5.57	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	3.6037	0	0	6.00009	1.74353	6.32739	0	0.856775	2.92243	3.03219
k141_46611	1086	65.193	5.33	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;	1;131567;2;1783272;1239;186801;186802;216572;459786	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	2.25534	2.10824	0	6.4373	0	1.97996	0	0	8.53521	7.59065
k141_9541	1134	42.152	4.73	Bacteria;Bacillota;Clostridia;NA;NA;NA;Clostridia bacterium;	1;131567;2;1783272;1239;186801;348841;2044939	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	3.00226	29.0543	0	0	0	0
k141_46622	3529	43.497	8.72	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;uncultured Muribaculum sp.*;	1;131567;2;1783270;68336;976;200643;171549;2005473;1918540;1918612;1918613*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.94;0.94;0.94	based on 6/6 ORFs	NA	0.533959	0	4.15341	2.23528	0.206671	3.93761	0	0	1.03924	0.119807
k141_21523	2002	59.590	6.23	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0.663656	0.620372	0	0.315707	0.321088	2.3305	0	0.946701	3.22917	11.9127
k141_46627	1459	41.741	4.02	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	1.24957	0	0	0	0	0	0	0	6.75562	3.50467
k141_21524	1281	50.273	3.78	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	2.19919	2.31332	0	0	0	0.770764	8.7635	1.81852
k141_72036	1878	45.208	4.89	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0.341074	0	0	0	0	0	11.8245	0
k141_9545	1189	60.723	30.77	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	0	1.65178	0	0	7.1205	24.2746
k141_72039	2359	62.442	11.68		1	1.00	based on 4/5 ORFs	NA	0.477986	5.80855	0.864658	0.682147	4.62516	7.55324	2.06226	0.909125	0.258416	0.536243
k141_46634	1044	44.157	39.22	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/3 ORFs	NA	2.44045	0	13.244	105.646	0	2.14248	0	0	1.3194	6.84473
k141_9546	1142	57.005	9.66	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	14.277	0	0	7.76194	2.96034	10.7433	0	0.969812	11.0267	3.43223
k141_81819	1554	60.296	4.59	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0.514811	0	0	0	0	0.475222	0	1.78647	11.7392
k141_46635	1092	52.747	6.35	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	0	0	0	0	27.7369	0
k141_81820	1741	43.998	5.24	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	1;131567;2;1783272;1239;186801;186802;186806;1730	1.00;1.00;1.00;0.62;0.62;0.62;0.62;0.62;0.62	based on 3/3 ORFs	NA	0	0.410159	0	0.41746	0	0	0	0	12.8098	0
k141_21542	1459	44.003	13.26	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	NA	8.74699	0.584036	3.95574	5.34988	1.81369	6.58199	0	0	10.809	6.3084
k141_9558	1275	58.588	10.47	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	14.7263	0	0.73998	2.33514	3.16659	4.30941	0	0	10.6154	9.1784
k141_46642	1040	40.962	4.16	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	3.68889	0	0	0	0	0	0	0	9.30695	6.89748
k141_72046	1076	58.829	5.50	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella;Mailhella massiliensis;	1;131567;2;200940;3031449;213115;194924;1981028;1903261	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	4.29522	0	0	18.8963	0	0	0	0	0
k141_9563	1153	46.401	2.67	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;Dorea sp.;	1;131567;2;1783272;1239;186801;3085636;186803;189330;2627917;2040332	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0.90486	7.61454	0	3.51308	0	0	0	0
k141_46643	2166	52.678	8.04	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0	2.11994	0	0	4.66321	6.47058	0	4.31343	0	0
k141_72047	1181	47.587	4.12	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0	0	0	1.84537	0	0	0	15.4656	0
k141_21550	4832	38.224	6.40	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 6/7 ORFs	NA	0	0	0.0515212	0.21678	0	9.90144	0.0491524	0.0541709	0.0615917	0.191714
k141_81824	6159	45.218	5.51	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;0.94;0.94;0.74;0.74	based on 5/6 ORFs	NA	0	0	0.0634234	0	0.033926	0	0	0.0333426	0.568652	3.89405
k141_72051	1152	22.483	8.08	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	4.00863	0	1.81286	10.4882	0.969723	7.03837	0	0.953048	0	3.3729
k141_46652	1376	27.616	5.05	Viruses;Uroviricota;Caudoviricetes;Crassvirales;NA;NA;Crassvirales sp.;	1;10239;2731341;2731360;2731618;2731619;1978007;2949298;2960088	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	12.0714	1.33661	0	1.23333	0.606125	0	0	1.57609
k141_9577	1021	46.719	24.04	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/4 ORFs	NA	0	0	0	1.21384	2.46906	0	0	0	4.13853	22.9011
k141_9580	1006	36.680	5.53	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides goldsteinii;	1;131567;2;1783270;68336;976;200643;171549;2005525;375288;328812	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	10.6976	3.75092	2.54324	0	0	1.24975	1.42095	2.94864
k141_46657	1002	44.810	6.49	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.50;0.50	based on 2/2 ORFs	NA	0	0	0	1.26031	0	4.6517	0	0	27.2141	0
k141_58612	1475	35.119	5.69	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	3.05652	1.7143	1.10582	1.74482	1.77456	1.07333	3.16494	0	0	1.37162
k141_9586	1176	39.626	3.45	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	1.92334	0	0	0	0	0	0	0	10.3983	3.23664
k141_81831	3413	61.178	9.72	Bacteria;Bacillota;	1;131567;2;1783272;1239	1.00;0.58;0.58;0.58;0.58	based on 2/2 ORFs	NA	2.16931	0.213456	0.103268	0.217255	0.331437	1.60374	0	0	1.8518	6.78876
k141_58614	1011	61.128	5.04	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;	1;131567;2;200940;3031449;213115;194924	1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	2.60237	6.0816	0	0	13.8498	0	0	0	0	1.45977
k141_81832	1302	69.201	3.30	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;0.82;0.82;0.82;0.82	based on 2/2 ORFs	NA	0	0	0.709607	0	0	0	0	0	0	9.68184
k141_21557	1742	50.172	5.37	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0	6.73896	2.91887	0	0	0	0	2.84335	0
k141_9588	1643	41.449	12.76	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium A2;	1;131567;2;1783272;1239;186801;3085636;186803;186928;397290	1.00;1.00;1.00;0.62;0.62;0.62;0.62;0.62;0.62;0.62	based on 2/2 ORFs	NA	1.47804	0.460548	1.78248	2.81247	0.953471	19.8962	0	0.937075	8.52356	2.76364
k141_58615	1806	46.069	4.56	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	1.22328	0	0	0	0	0	0	0	11.9043	0
k141_81835	1094	51.188	4.31	Bacteria;Bacillota;Clostridia;NA;NA;NA;Clostridia bacterium;	1;131567;2;1783272;1239;186801;348841;2044939	1.00;1.00;1.00;1.00;1.00;1.00;0.70;0.70	based on 2/2 ORFs	NA	0	0	0	0	0	0	0	0	18.0232	0
k141_21561	1005	46.567	27.33				no hits to database	NA	13.1677	19.6942	0	0	8.91905	115.599	6.81739	20.0358	0	10.3408
k141_58617	2248	38.034	6.41	Bacteria;Pseudomonadota;Gammaproteobacteria;	1;131567;2;1224;1236	1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0.246013	0	0	0	0.462087	0	11.7632	0.284566	0.295253
k141_9593	1626	51.476	4.91	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	1.00607	0	0	0	0	0.883234	0	0	13.598	0
k141_21569	1117	55.595	6.30	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	2.06289	0	0	0	10.3732	17.9379
k141_46671	1256	52.070	33.04		1	1.00	based on 2/2 ORFs	NA	33.7227	3.15232	23.6386	12.0316	1.63156	0	0.727478	6.41402	1.82317	23.6455
k141_9596	1489	45.803	4.92	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	4.64358	0	8.79951	0	0	0
k141_21570	2250	48.400	7.88	Bacteria;Bacillota;Clostridia;NA;NA;NA;Clostridia bacterium;	1;131567;2;1783272;1239;186801;348841;2044939	1.00;1.00;1.00;1.00;1.00;1.00;0.68;0.68	based on 2/2 ORFs	NA	0	0	0	0	0	1.3838	0	0	16.4755	0
k141_21573	1982	44.601	11.85	Bacteria;	1;131567;2	1.00;0.76;0.76	based on 4/4 ORFs	NA	1.69279	0.316477	0.918658	2.57689	1.3104	19.0221	0.876421	0.965903	6.22325	1.89911
k141_9611	1834	37.895	4.15	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum;Mucispirillum schaedleri;	1;131567;2;200930;68337;191393;2945020;248038;248039	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	1.58162	0	1.07291	2.63337	0	0.694254	0	0	0.427541	3.54878
k141_33904	1114	47.127	7.14	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Schaedlerella;	1;131567;2;1783272;1239;186801;3085636;186803;2676048	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	6.78528	18.3533	0	0	0	0	1.15879	1.20231
k141_46693	1340	39.552	5.12	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0	0	0	0	0	0	1.40877	17.6193	0
k141_33909	1361	60.691	3.98	Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	5.026	0	3.8965	1.36624	0	0	0	0	1.55271	0.80551
k141_9614	2082	46.350	15.99	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Kineothrix;Kineothrix sp.;	1;131567;2;1783272;1239;186801;3085636;186803;2163168;2625420;2163169	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.86;0.86;0.86	based on 3/3 ORFs	NA	0	0	0	1.16765	0.593774	1.61613	0	0	0	35.798
k141_33913	1089	34.252	3.84	Bacteria;NA;NA;NA;NA;NA;bacterium;	1;131567;2;49928;1869227	1.00;1.00;1.00;0.55;0.55	based on 2/2 ORFs	NA	0	0	1.01434	1.06698	2.17034	0	0	0	13.3387	0
k141_46700	1572	42.684	142.82	Bacteria;Pseudomonadota;Gammaproteobacteria;	1;131567;2;1224;1236	1.00;0.83;0.83;0.83;0.83	based on 2/3 ORFs	NA	0	0	0	0	0	0	0	20.4727	0	0.603785
k141_21591	1004	56.076	8.22	Bacteria;	1;131567;2	1.00;0.80;0.80	based on 3/3 ORFs	NA	3.95817	0	4.77345	2.51059	0	20.8493	0	1.25474	1.42662	14.802
k141_9617	1517	35.531	5.58	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	2.31169	12.9655	0	0	1.11844	0	0	0	0	0
k141_46701	1119	49.330	4.09	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;0.65;0.65;0.65;0.65;0.65;0.65;0.65	based on 2/2 ORFs	NA	0	2.97859	0	0	5.13881	0	3.66605	1.01009	1.14846	0
k141_46704	1272	51.336	5.96	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	7.43474	5.4744	1.59077	2.88651	0	0	4.44398	1.84435
k141_72062	1988	53.571	19.46	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 4/4 ORFs	NA	3.36518	0.62914	2.43499	5.44288	5.53565	14.1806	0	0.640054	13.0992	7.55065
k141_46707	1431	31.167	5.24	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.90;0.90;0.90	based on 2/2 ORFs	NA	0	0.607115	0	0	0	1.14035	0	0	0.702258	19.673
k141_72065	1154	48.960	5.25	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	3.61317	6.65118	0	0	0	0	9.71867	0
k141_21601	1421	55.313	7.09	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.89;0.89;0.89	based on 2/2 ORFs	NA	1.97594	0	0	0.626649	0	0	0	0	7.12177	19.212
k141_72069	1749	29.445	13.92	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum;Mucispirillum schaedleri;	1;131567;2;200930;68337;191393;2945020;248038;248039	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/2 ORFs	NA	3.91295	0	2.7527	8.273	1.2621	4.58024	0	0.413466	1.88043	7.80418
k141_21603	1264	56.092	4.49	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	0	26.3084	0	0	0.900081	0
k141_46720	1651	48.758	12.77	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0	0	0.464214	0.472127	5.99682	0	0	20.5753	9.30555
k141_72073	1368	43.348	3.80	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	1.42134	0	0	0	0	0	0	0	9.98958	3.18915
k141_46737	2353	32.682	4.87	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0.224546	0	0	2.09195	0.421767	6.01109	0	0	0
k141_46744	1021	35.749	4.47	Bacteria;Bacillota;	1;131567;2;1783272;1239	1.00;1.00;1.00;0.82;0.82	based on 2/2 ORFs	NA	17.8615	0	0	1.21384	0	0	0	0	0	0
k141_72086	2275	47.121	4.71	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;	1;131567;2;1783270;68336;976;200643;171549;2005473	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.85	based on 2/2 ORFs	NA	0	0	3.25391	3.42277	0	0	0	0	1.66711	0.288287
k141_21634	1114	25.494	3.33	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	0	3.76337	0	0	0	14.4277
k141_46749	1034	46.518	6.69	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	2.48788	0	0	20.1196	0	2.18412	0	0	4.03512	2.7911
k141_46752	3038	55.300	8.42	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;	1;131567;2;1783257;74201;203494;48461;1647988;239934;239935	1.00;1.00;1.00;0.58;0.58;0.58;0.58;0.58;0.52;0.52	based on 6/6 ORFs	NA	0	0	0	9.87119	0	0	1.24344	0	0	0
k141_72098	1084	45.941	137.68	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	0	13.9109	0	0	8.56674	5.07912
k141_81844	1084	37.269	5.56	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/2 ORFs	NA	0	0	0	0	0	35.771	0	0	4.89528	0
k141_21650	1116	30.376	3.20	Bacteria;Bacillota;	1;131567;2;1783272;1239	1.00;1.00;1.00;0.61;0.61	based on 2/2 ORFs	NA	0	0	0	0	0	3.74989	0	0	1.15464	15.5741
k141_72103	2311	35.353	84.83	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;	1;131567;2;1783270;68336;976;200643;171549;815	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	12.2022	44.927	6.53188	3.79081	24.8193	17.9267	31.1578	0	0	1.67625
k141_21656	1674	32.557	5.59	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum;Mucispirillum schaedleri;	1;131567;2;200930;68337;191393;2945020;248038;248039	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	5.22063	0	0.429269	4.51545	0.459242	0	0	0	2.0527	2.66223
k141_9654	18251	29.883	10.25	Viruses;	1;10239	1.00;0.76	based on 27/28 ORFs	NA	0.10381	1.4332	0.021668	0.140553	0.173857	0.133198	0.0137812	0.277185	0.0302204	0.20157
